Aar,Aar.N:m
Exemplare,Exemplar.N:4pn:2pn:1pn
Exemplar,Exemplar.N:n
Exemplars,Exemplar.N:2sn
Exhaustion,Exhaustion.N:4sf:3sf:2sf:1sf
Exhibition,Exhibition.N:4sf:3sf:2sf:1sf
Exhumierung,Exhumierung.N:4sf:3sf:2sf:1sf
Existenzen,Existenz.N:f
Existenz,Existenz.N:f
existierend,existieren.V
Existieren,Existieren.N:4sn:3sn:1sn
existieren,existieren.V
existiert,existieren.V
expensive,expensiv.ADJ
Expensive,Expensive.N
Experimente,Experiment.N:n
experimentell,experimentell.ADJ
Explanation,Explanation.N:4sf:3sf:2sf:1sf
Explanations,Explanation.N
Explosion,Explosion.N:4sf:3sf:2sf:1sf
Exponent,Exponent.N:1sm
Expresses,Expreß.N:2sm
Express,Express.N:m
Expression,Expression.N:4sf:3sf:2sf:1sf
Expressions,Expression.N
exquisite,exquisite.N
Exquisite,Exquisite.N
Extension,Extension.N:4sf:3sf:2sf:1sf
Extra,Extra.N:n
extreme,extreme.N
Extreme,Extreme.N
fabelhaften,fabelhaft.ADJ
Fabelhaften,Fabelhafte.N
fabelhaft,fabelhaft.ADJ
Fabeln,Fabeln.N:4sn:3sn:1sn
fabeln,fabeln.V
Fabrik,Fabrik.N:f
Face,Face.N:4sf:3sf:2sf:1sf
fache,fach.ADJ
Fache,Fach.N:3sn
fach,fach.ADJ
Fach,Fach.N:n
Fackel,Fackel.N:f
fackel,fackeln.V
Fact,Fact.N:m
Facts,Fact.N:4pm:3pm:2sm:2pm:1pm
faden,fad.ADJ
Faden,Fade.N
Fäden,Faden.N:4pm:3pm:2pm:1pm
fähig,fähig.ADJ
Fähigkeiten,Fähigkeit.N:4pf:3pf:2pf:1pf
Fahnen,Fahne.N
Fähnrich,Fähnrich.N:m
fahre,fahren.V
Fahren,Fahren.N:4sn:3sn:1sn
fahren,fahren.V
Fahrlässigkeit,Fahrlässigkeit.N:4sf:3sf:2sf:1sf
fahrt,fahren.V
fährt,fahren.V
Fahrt,Fahrt.N:f
fair,fair.ADJ
Fairness,Fairness.N:f
Falle,Fall.N:3sm
falle,fallen.V
fälle,fällen.V
Fälle,Fall.N:4pm:2pm:1pm
Fallen,Falle.N
Fällen,Fall.N:3pm
fallen,fall.V
fällen,fällen.V
Falles,Fall.N:2sm
fall,fallen.V
Fall,Fall.N:m
Falls,Fall.N:n
fällt,fallen.V
falsche,falsch.ADJ
Falsche,Falsche.N
falschen,falsch.ADJ
Falschen,Falsche.N
falscher,falsch.ADJ
Falscher,Falsche.N
falsches,falsch.ADJ
Falsches,Falsche.N
falscheste,falsch.ADJ
Falscheste,Falsche.N
falsch,falsch.ADJ
Falschheit,Falschheit.N:4sf:3sf:2sf:1sf
Falsum,Falsum.N:n
Familie,Familie.N:4sf:3sf:2sf:1sf
Familien,Familie.N
famos,famos.ADJ
fände,finden.V
fanden,finden.V
fand,finden.V
fange,fangen.V
Fange,Fang.N:3sm
Fangen,Fangen.N:n
fangen,fangen.V
fängt,fangen.V
Farben,Farbe.N
farben,farben.ADJ
Farce,Farce.N:f
Farm,Farm.N:f
Fasching,Fasching.N:4sm:3sm:1sm
fashionable,fashionable.N
Fashionable,Fashionable.N
Fashion,Fashion.N:f
Fassen,Fassen.N:4sn:3sn:1sn
fassen,fassen.V
faßliche,faßlich.ADJ
Faßliche,Faßliche.N
faßliches,faßlich.ADJ
Faßliches,Faßliche.N
faßten,fassen.V
faßt,fassen.V
Fassung,Fassung.N:4sf:3sf:2sf:1sf
fassungslos,fassungslos.ADJ
fast,fasen.V
fatalere,fatal.ADJ
Fatalere,Fatale.N
fatal,fatal.ADJ
Faulenzen,Faulenzen.N:4sn:3sn:1sn
faulenzen,faulenzen.V
faul,faul.ADJ
Faulheit,Faulheit.N:4sf:3sf:2sf:1sf
fault,faulen.V
faust,fausten.V
Faust,Faust.N:f
favorable,favorabel.ADJ
Favorable,Favorable.N
Features,Feature.N:4pn:3pn:2sn:2pn:1pn
Februar,Februar.N:m
Feder,Feder.N:f
feder,federn.V
Feeling,Feeling.N:n
Feelings,Feeling.N:4pn:3pn:2sn:2pn:1pn
Feet,Foot.N:4pm:3pm:2pm:1pm
fehlen,fehl.ADJ
Fehlen,Fehlen.N:4sn:3sn:1sn
fehler,fehl.ADJ
Fehler,Fehler.N:m
fehlerhafte,fehlerhaft.ADJ
Fehlerhafte,Fehlerhafte.N
fehlerhaften,fehlerhaft.ADJ
Fehlerhaften,Fehlerhafte.N
fehlerhaft,fehlerhaft.ADJ
Fehlern,Fehler.N:3pm
fehl,fehl.ADJ
fehlte,fehlen.V
fehlten,fehlen.V
fehlt,fehlen.V
Feier,Feier.N:f
feier,feiern.V
Feiern,Feier.N
feiern,feiern.V
feige,feig.ADJ
Feige,Feige.N
feiger,feig.ADJ
Feiger,Feige.N
feil,feil.ADJ
feinde,feind.ADJ
Feinde,Feind.N:4pm:3sm:2pm:1pm
feind,feind.ADJ
Feind,Feind.N:m
Feindschaft,Feindschaft.N:4sf:3sf:2sf:1sf
feines,fein.ADJ
Feines,Feine.N
fein,fein.ADJ
Feinheit,Feinheit.N:4sf:3sf:2sf:1sf
fek,feken.V
Felde,Feld.N:3sn
Feld,Feld.N:n
Fell,Fell.N:n
Fellow,Fellow.N:m
Fenster,Fenster.N:n
fenster,fenstern.V
Ferien,Ferien.N
Ferments,Ferment.N
ferne,fern.ADJ
Ferne,Ferne.N
ferneres,fern.ADJ
Ferneres,Ferne.N
ferner,fern.ADJ
Ferner,Ferne.N
Ferners,Ferner.N:2sm
fern,fern.N
fertige,fertig.ADJ
Fertige,Fertige.N
fertigen,fertig.ADJ
Fertigen,Fertige.N
fertig,fertig.ADJ
fertile,fertil.ADJ
Fertile,Fertile.N
feste,fest.ADJ
Feste,Feste.N
festen,fest.ADJ
Festen,Feste.N
fest,fest.N
Fest,Fest.N:n
Festung,Festung.N:4sf:3sf:2sf:1sf
Fetzen,Fetzen.N:m
fetzen,fetzen.V
Feuer,Feuer.N:n
feuer,feuern.V
Feuilleton,Feuilleton.N:n
Ficker,Ficker.N:m
Fieber,Fieber.N:n
fieber,fiebern.V
fiele,fallen.V
fielen,fallen.V
fiel,fallen.V
fight,fighten.V
Fight,Fight.N:m
film,filmen.V
Film,Film.N:m
Films,Film.N:2sm
final,final.N
Final,Finale.N
finanziellen,finanziell.ADJ
Finanziellen,Finanzielle.N
finanzieller,finanziell.ADJ
Finanzieller,Finanzielle.N
finde,finden.V
Finden,Finden.N:4sn:3sn:1sn
finden,finden.V
findest,finden.V
findet,finden.V
find,finden.V
Finger,Finger.N:m
finger,fingern.V
Fingern,Finger.N:3pm
fingern,fingern.V
Fingerzeig,Fingerzeig.N:m
fing,fangen.V
finish,finishen.V
Finish,Finish.N:n
finite,finite.N
Finite,Finite.N
Finken,Fink.N:m
Finsternis,Finsternis.N:f
finstren,finster.ADJ
Finstren,Finstre.N
Firma,Firma.N:f
firm,firm.ADJ
First,First.N:m
Fischer,Fischer.N:m
Fistel,Fistel.N:f
fistel,fisteln.V
fit,fit.ADJ
Fittings,Fitting.N:4pn:3pn:2sn:2pn:1pn
fixierten,fixieren.V
Fixierten,Fixierte.N
Fixing,Fixing.N:n
Fjord,Fjord.N:m
flache,flach.ADJ
Flache,Flache.N
flachen,flach.ADJ
Flachen,Flache.N
Flächen,Fläche.N
flächen,flächen.V
flaches,flach.ADJ
Flaches,Flache.N
flach,flach.ADJ
Flach,Flach.N:n
Flamme,Flamme.N:4sf:3sf:2sf:1sf
flamme,flammen.V
Flammen,Flamme.N
flammen,flammen.V
flamm,flammen.V
Flasche,Flasche.N:4sf:3sf:2sf:1sf
Flatter,Flatter.N:f
flatter,flattern.V
fleck,flecken.V
Fleck,Fleck.N:m
fleisch,fleischen.V
Fleisch,Fleisch.N:n
fleißig,fleißig.ADJ
flexible,flexibel.ADJ
Flicken,Flicken.N:m
flicken,flicken.V
Flieger,Flieger.N:m
Flora,Flora.N:f
Florist,Florist.N:1sm
fluchenden,fluchend.ADJ
Fluchenden,Fluchende.N
Flüchen,Fluch.N:3pm
flucht,fluchen.V
Flucht,Flucht.N:f
flüchtigen,flüchtig.ADJ
Flüchtigen,Flüchtige.N
flüchtig,flüchtig.ADJ
Fluge,Flug.N:3sm
Flügeln,Flügel.N:3pm
flügeln,flügeln.V
Flugzeugen,Flugzeug.N:3pn
Folge,Folge.N:4sf:3sf:2sf:1sf
folge,folgen.V
folgende,folgend.ADJ
Folgende,Folgende.N
folgendem,folgend.ADJ
Folgendem,Folgende.N
folgenden,folgend.ADJ
Folgenden,Folgende.N
folgender,folgend.ADJ
Folgender,Folgende.N
folgendes,folgend.ADJ
Folgendes,Folgende.N
Folgen,Folge.N
folgen,folgen.V
Folgerung,Folgerung.N:4sf:3sf:2sf:1sf
folgt,folgen.V
Folianten,Foliant.N:m
Folie,Folie.N:4sf:3sf:2sf:1sf
Fond,Fond.N:m
Fons,Fon.N:2sn
Foot,Foot.N:m
Force,Force.N:f
Fordern,Fordern.N:4sn:3sn:1sn
Fördern,Fördern.N:4sn:3sn:1sn
fordern,fordern.V
fördern,fördern.V
forderte,fordern.V
Forderung,Forderung.N:4sf:3sf:2sf:1sf
Förderung,Förderung.N:4sf:3sf:2sf:1sf
formale,formal.ADJ
Formale,Formale.N
formalen,formal.ADJ
Formalen,Formale.N
formal,formal.N
Formalitäten,Formalität.N:f
Format,Format.N
Formation,Formation.N:4sf:3sf:2sf:1sf
Formen,Form.N:f
formen,formen.V
Former,Former.N:m
form,formen.V
Form,Form.N:f
förmlich,förmlich.ADJ
formulierte,formulieren.V
Formulierte,Formulierte.N
Formulierungen,Formulierung.N:4pf:3pf:2pf:1pf
Forschungen,Forschung.N:4pf:3pf:2pf:1pf
Forte,Forte.N:n
Fortfahren,Fortfahren.N:4sn:3sn:1sn
fortfahren,fortfahren.V#4
Fort,Fort.N:n
fortführen,fortfahren.V#4
Fortführen,Fortführen.N:4sn:3sn:1sn
fortgeschickt,fortschicken.V#4
Fortschicken,Fortschicken.N:4sn:3sn:1sn
fortschicken,fortschicken.V#4
fortschritte,fortschreiten.V#4
Fortschritte,Fortschritt.N:4pm:3sm:2pm:1pm
fortschritt,fortschreiten.V#4
Fortschritt,Fortschritt.N:4sm:3sm:1sm
Fortsetzen,Fortsetzen.N:4sn:3sn:1sn
fortsetzen,fortsetzen.V#4
fortsetzten,fortsetzen.V#4
Fortsetzung,Fortsetzung.N:4sf:3sf:2sf:1sf
fortwährend,fortwähren.V#4
foul,foul.ADJ
Foul,Foul.N:n
Fox,Fox.N:m
Frage,Frage.N:f
frage,fragen.V
Fragen,Frage.N
fragen,fragen.V
frag,fragen.V
fragliche,fraglich.ADJ
Fragliche,Fragliche.N
Fragments,Fragment.N
fragst,fragen.V
fragte,fragen.V
fragt,fragen.V
Frame,Frame.N:1sm
frankiert,frankieren.V
franz,franzen.V
Franzosen,Franzose.N
französische,französisch.ADJ
Französische,Französische.N
französischen,französisch.ADJ
Französischen,Französische.N
französisches,französisch.ADJ
Französisches,Französische.N
französisch,französisch.ADJ
Frau,Frau.N:f
Fräulein,Fräulein.N:n
frech,frech.ADJ
freie,frei.ADJ
Freie,Freie.N
freien,frei.ADJ
Freien,Freie.N
frei,frei.ADJ
Freiheit,Freiheit.N:4sf:3sf:2sf:1sf
freilich,freilich.CONJS
freimütig,freimütig.ADJ
Freitag,Freitag.N:m
fremde,fremd.ADJ
Fremde,Fremde.N
fremden,fremd.ADJ
Fremden,Fremde.N
fremder,fremd.ADJ
Fremder,Fremde.N
fremd,fremd.ADJ
Fremdheit,Fremdheit.N:4sf:3sf:2sf:1sf
frequent,frequent.ADJ
Fressalien,Fressalie.N
fressende,fressend.ADJ
Fressende,Fressende.N
Fressen,Fresse.N
fressen,fressen.V
Freude,Freude.N:f
Freuden,Freude.N
Freud,Freude.N
freudige,freudig.ADJ
Freudige,Freudige.N
freudigem,freudig.ADJ
Freudigem,Freudige.N
freudig,freudig.ADJ
freue,freuen.V
freuend,freuen.V
Freuen,Freuen.N:4sn:3sn:1sn
freuen,freuen.V
freunde,freund.ADJ
Freunde,Freund.N:m
freunden,freund.ADJ
Freunden,Freund.N:3pm
freundes,freund.ADJ
Freundes,Freund.N:m
freundete,freunden.V
freund,freund.ADJ
Freund,Freund.N:m
Freundin,Freundin.N:4sf:3sf:2sf:1sf
freundliche,freundlich.ADJ
Freundliche,Freundliche.N
freundlichem,freundlich.ADJ
Freundlichem,Freundliche.N
freundlichen,freundlich.ADJ
Freundlichen,Freundliche.N
freundlicher,freundlich.ADJ
Freundlicher,Freundliche.N
freundliches,freundlich.ADJ
Freundliches,Freundliche.N
freundlich,freundlich.ADJ
Freundlichkeit,Freundlichkeit.N:4sf:3sf:2sf:1sf
freundlichster,freundlich.ADJ
Freundlichster,Freundliche.N
Freundschaft,Freundschaft.N:4sf:3sf:2sf:1sf
freundschaftliche,freundschaftlich.ADJ
Freundschaftliche,Freundschaftliche.N
freundschaftlichem,freundschaftlich.ADJ
Freundschaftlichem,Freundschaftliche.N
freundschaftlichen,freundschaftlich.ADJ
Freundschaftlichen,Freundschaftliche.N
freundschaftlich,freundschaftlich.ADJ
freute,freuen.V
freut,freuen.V
frevler,frevel.ADJ
Frevler,Frevler.N:m
Friede,Friede.N:m
friede,frieden.V
Frieden,Frieden.N:4sn:3sn:1sn
frieden,frieden.V
friedlichen,friedlich.ADJ
Friedlichen,Friedliche.N
friedlicheren,friedlich.ADJ
Friedlicheren,Friedliche.N
friedlich,friedlich.ADJ
frierender,frierend.ADJ
Frierender,Frierende.N
Frieren,Frieren.N:4sn:3sn:1sn
frieren,frieren.V
friert,frieren.V
frische,frisch.ADJ
Frische,Frische.N
frischen,frisch.ADJ
Frischen,Frische.N
frisch,frisch.ADJ
frist,fristen.V
Frist,Frist.N:f
Fritz,Fritz.N:1sm
frohe,froh.ADJ
Frohe,Frohe.N
froher,froh.ADJ
Froher,Frohe.N
froh,froh.ADJ
fröhliche,fröhlich.ADJ
Fröhliche,Fröhliche.N
fröhliches,fröhlich.ADJ
Fröhliches,Fröhliche.N
fröhlich,fröhlich.ADJ
Fröhlichkeit,Fröhlichkeit.N:4sf:3sf:2sf:1sf
frommen,fromm.ADJ
Frommen,Fromme.N
frommer,fromm.ADJ
Frommer,Fromme.N
fromm,fromm.ADJ
front,fronen.V
Front,Front.N:f
fruchtbares,fruchtbar.ADJ
Fruchtbares,Fruchtbare.N
frucht,fruchten.V
Frucht,Frucht.N:f
fruchtlosen,fruchtlos.ADJ
Fruchtlosen,Fruchtlose.N
frugal,frugal.ADJ
frühe,früh.ADJ
Frühe,Frühe.N
frühere,früh.ADJ
Frühere,Frühe.N
früheren,früh.ADJ
Früheren,Frühe.N
früher,früh.ADJ
Früher,Frühe.N
früh,früh.ADJ
Früh,Frühe.N:f
Frühling,Frühling.N:m
Frühlings,Frühling.N
fuchs,fuchsen.V
Fuchs,Fuchs.N:m
Fuge,Fuge.N:4sf:3sf:2sf:1sf
fuge,fugen.V
füge,fügen.V
fügt,fügen.V
fühlbare,fühlbar.ADJ
Fühlbare,Fühlbare.N
fühle,fühlen.V
Fühlen,Fühlen.N:4sn:3sn:1sn
fühlen,fühlen.V
Fühler,Fühler.N:m
fühlst,fühlen.V
fühlte,fühlen.V
fühlten,fühlen.V
fühlt,fühlen.V
Fühlung,Fühlung.N:4sf:3sf:2sf:1sf
führe,fahren.V
Führe,Führe.N:4sf:3sf:2sf:1sf
führenden,führend.ADJ
Führenden,Führende.N
führen,fahren.V
Führen,Führe.N
fuhr,fahren.V
führt,führen.V
Fülle,Fülle.N:f
fülle,füllen.V
Füllen,Füllen.N:n
füllen,füllen.V
füllt,füllen.V
fundamentaler,fundamental.ADJ
Fundamentaler,Fundamentale.N
fundamental,fundamental.N
Fund,Fund.N:m
fundierten,fundieren.V
Fundierten,Fundierte.N
fünf,fünf.ADJ
Fünf,Fünf.N:f
fünften,fünft.ADJ
Fünften,Fünfte.N
funkelndem,funkelnd.ADJ
Funkelndem,Funkelnde.N
Funken,Funke.N
funken,funken.V
Funktionen,Funktion.N:f
funktioniert,funktionieren.V
Funktions,Funktion.N
furchtbaren,furchtbar.ADJ
Furchtbaren,Furchtbare.N
furchtbar,furchtbar.ADJ
fürchte,fürchten.V
fürchterliche,fürchterlich.ADJ
Fürchterliche,Fürchterliche.N
fürchterlich,fürchterlich.ADJ
fürchtest,fürchten.V
furcht,furchen.V
Furcht,Furcht.N:f
fuße,fußen.V
Fuße,Fuß.N:3sm
Füßen,Fuß.N:3pm
fuß,fußen.V
Fuß,Fuß.N:m
futile,futil.ADJ
Futile,Futile.N
Futter,Futter.N:n
futter,futtern.V
Future,Futur.N:4pn:2pn:1pn
Gabe,Gabe.N:4sf:3sf:2sf:1sf
gäbe,geben.V
Gaben,Gabe.N
gaben,geben.V
gab,geben.V
gabst,geben.V
galizischen,galizisch.ADJ
Galizischen,Galizische.N
gall,gallen.V
Galt,Galt.N:m
galt,gelten.V
Gange,Gang.N:3sm
Gängen,Gang.N:3pm
Gang,Gang.N:f
ganze,ganz.ADJ
Ganze,Ganze.N
ganzem,ganz.ADJ
Ganzem,Ganze.N
ganzen,ganz.ADJ
Ganzen,Ganze.N
ganzer,ganz.ADJ
Ganzer,Ganze.N
ganzes,ganz.ADJ
Ganzes,Ganze.N
ganz,ganz.ADJ
gänzlichen,gänzlich.ADJ
Gänzlichen,Gänzliche.N
gänzlich,gänzlich.ADJ
Garden,Garde.N
gar,gar.ADJ
garnicht,garnicht.CONJS
Garnis,Garni.N:4pn:3pn:2sn:2pn:1pn
Garnisons,Garnison.N
garte,garen.V
garten,garen.V
Garten,Garten.N:m
Gärtnerei,Gärtnerei.N:f
Gärtner,Gärtner.N:m
gärtner,gärtnern.V
Gäste,Gast.N:m
Gate,Gate.N:n
Gates,Gat.N:2sn
Gatten,Gatte.N
gatten,gatten.V
Gattung,Gattung.N:4sf:3sf:2sf:1sf
Gauen,Gau.N:3pm
Gaul,Gaul.N:m
geahnt,ahnen.V
gealtert,altern.V
geändert,ändern.V
geantwortet,geantwortet.V
gearbeitet,gearbeitet.ADJ
geärgert,ärgern.V
geartet,arten.V
geäußert,äußern.V
geäußerten,geäußert.ADJ
Geäußerten,Geäußerte.N
gebacken,backen.V
Gebäck,Gebäck.N:n
gebaut,bauen.V
gebe,geben.V
Gebeine,Gebein.N:n
Geben,Geben.N:4sn:3sn:1sn
geben,geben.V
Geber,Geber.N:m
Geberin,Geberin.N:4sf:3sf:2sf:1sf
gebessert,gebessert.ADJ
gebeten,gebeten.ADJ
Gebeten,Gebet.N:3pn
gebet,geben.V
Gebet,Gebet.N:n
geb,geben.V
gebiert,gebären.V
gebiete,gebieten.V
Gebiete,Gebiet.N:4pn:3sn:2pn:1pn
gebiet,gebieten.V
Gebiet,Gebiet.N:n
Gebilde,Gebilde.N:n
gebildet,bilden.V
gebilligten,gebilligt.ADJ
Gebilligten,Gebilligte.N
Gebirge,Gebirge.N:4sn:4pn:3sn:3pn:2pn:1sn:1pn
geblieben,bleiben.V
geblödelt,blödeln.V
gebohrt,bohren.V
geborene,geboren.ADJ
Geborene,Geborene.N
geboten,bieten.V
Geboten,Gebot.N:3pn
gebracht,brachen.V
gebrauche,gebrauchen.V
Gebrauche,Gebrauch.N:3sm
Gebrauchen,Gebrauchen.N:4sn:3sn:1sn
gebrauchen,gebrauchen.V
gebrauch,gebrauchen.V
Gebrauch,Gebrauch.N:m
Gebrauchs,Gebrauch.N:m
gebrauchst,gebrauchen.V
gebraucht,gebrauchen.V
Gebräu,Gebräu.N:n
gebrochen,brechen.V
Gebühren,Gebühr.N:f
gebühren,gebühren.V
gebührte,gebühren.V
Gebührte,Gebührte.N
gedacht,dachen.V
Gedanke,Gedanke.N:1sm
Gedanken,Gedanke.N
gedankenlos,gedankenlos.ADJ
Gedankens,Gedanke.N:2sm
gedankt,danken.V
gedeckt,decken.V
gedenke,gedenken.V
Gedenken,Gedenken.N:n
gedenken,gedenken.V
gedenkt,gedenken.V
Gedichte,Gedicht.N:4pn:3sn:2pn:1pn
Gedichtes,Gedicht.N:2sn
Gedicht,Gedicht.N:n
gedient,dienen.V
gedrängt,drängen.V
gedruckt,drucken.V
gedrückt,drücken.V
gedruckte,gedruckt.ADJ
Gedruckte,Gedruckte.N
gedrückter,gedrückt.ADJ
Gedrückter,Gedrückte.N
Gedulden,Gedulden.N:4sn:3sn:1sn
gedulden,gedulden.V
geduld,gedulden.V
Geduld,Geduld.N:4sf:3sf:2sf:1sf
geehrte,geehrt.ADJ
Geehrte,Geehrte.N
geehrt,ehren.V
geehrter,geehrt.ADJ
Geehrter,Geehrte.N
geeignet,eignen.V
geeigneten,geeignet.ADJ
Geeigneten,Geeignete.N
geeignetes,geeignet.ADJ
Geeignetes,Geeignete.N
geeignetsten,geeignet.ADJ
Geeignetsten,Geeignete.N
gefackelt,fackeln.V
gefahren,fahren.V
Gefahren,Gefahr.N:f
Gefahr,Gefahr.N:f
gefährlicher,gefährlich.ADJ
Gefährlicher,Gefährliche.N
gefährliches,gefährlich.ADJ
Gefährliches,Gefährliche.N
gefährlich,gefährlich.ADJ
Gefährlichkeit,Gefährlichkeit.N:4sf:3sf:2sf:1sf
gefalle,gefallen.V
gefallen,fallen.V
Gefallen,Gefallen.N:4sn:3sn:1sn
Gefälligkeit,Gefälligkeit.N:4sf:3sf:2sf:1sf
gefällt,fällen.V
gefangenen,gefangen.ADJ
Gefangenen,Gefangene.N
gefangener,gefangen.ADJ
Gefangener,Gefangene.N
gefangen,fangen.V
Gefangennahme,Gefangennahme.N:f
Gefangenschaft,Gefangenschaft.N:4sf:3sf:2sf:1sf
gefaßt,fassen.V
gefasst,gefasst.ADJ
gefehlt,fehlen.V
gefeiert,feiern.V
gefiele,gefallen.V
gefiel,gefallen.V
geflissentlicher,geflissentlich.ADJ
Geflissentlicher,Geflissentliche.N
geflügelt,flügeln.V
gefolgt,folgen.V
gefolterter,gefoltert.ADJ
Gefolterter,Gefolterte.N
geforderte,gefordert.ADJ
Geforderte,Geforderte.N
gefördert,fördern.V
gefragt,fragen.V
gefreiter,gefreit.ADJ
Gefreiter,Gefreite.N
gefressen,fressen.V
gefreut,freuen.V
Gefühle,Gefühl.N:4pn:3sn:2pn:1pn
Gefühlen,Gefühl.N:3pn
Gefühl,Gefühl.N:4sn:3sn:1sn
gefühlt,fühlen.V
geführt,führen.V
gefüllt,füllen.V
gefundene,gefunden.ADJ
Gefundene,Gefundene.N
gefunden,finden.V
gefürchtete,gefürchtet.ADJ
Gefürchtete,Gefürchtete.N
gefürchtet,gefürchtet.ADJ
gegangen,gehen.V
gegebenen,gegeben.ADJ
Gegebenen,Gegebene.N
gegebenes,gegeben.ADJ
Gegebenes,Gegebene.N
gegeben,gegeben.ADJ
Gegend,Gegend.N:f
Gegengabe,Gegengabe.N:4sf:3sf:2sf:1sf
Gegengift,Gegengift.N:n
Gegengründe,Gegengrund.N:4pm:2pm:1pm
Gegensätze,Gegensatz.N:4pm:2pm:1pm
Gegensatz,Gegensatz.N:m
gegenseitigen,gegenseitig.ADJ
Gegenseitigen,Gegenseitige.N
gegenseitig,gegenseitig.ADJ
Gegenstande,Gegenstand.N:3sm
Gegenstände,Gegenstand.N:4pm:2pm:1pm
Gegenständen,Gegenstand.N:3pm
Gegenstand,Gegenstand.N:m
Gegenteil,Gegenteil.N:n
Gegenüber,Gegenüber.N:n
Gegenwart,Gegenwart.N:m
gegenwärtige,gegenwärtig.ADJ
Gegenwärtige,Gegenwärtige.N
gegenwärtigen,gegenwärtig.ADJ
Gegenwärtigen,Gegenwärtige.N
gegenwärtig,gegenwärtig.ADJ
Gegenwehr,Gegenwehr.N:n
gegessen,gegessen.ADJ
geglaubt,glauben.V
Gegner,Gegner.N:m
gegönnt,gönnen.V
gegründetes,gegründet.ADJ
Gegründetes,Gegründete.N
gegrüßt,grüßen.V
gehabt,gehaben.V
gehalten,halten.V
Gehalten,Gehalt.N:3pm
gehandelt,handeln.V
gehangen,hängen.V
Gehässigkeit,Gehässigkeit.N:4sf:3sf:2sf:1sf
geheftet,heften.V
gehe,gehen.V
geheimen,geheim.ADJ
Geheimen,Geheime.N
geheim,geheim.ADJ
Geheimnis,Geheimnis.N:n
geheiratet,geheiratet.ADJ
Gehen,Gehen.N:4sn:3sn:1sn
gehen,gehen.V
gehetzt,hetzen.V
geh,gehen.V
Gehilfe,Gehilfe.N:1sm
Gehirn,Gehirn.N:n
gehobene,gehoben.ADJ
Gehobene,Gehobene.N
gehofft,hoffen.V
geholfen,helfen.V
geholt,holen.V
Gehöre,Gehöre.N:n
gehöre,gehören.V
Gehören,Gehör.N:3pn
gehören,gehören.V
gehör,gehören.V
Gehör,Gehör.N:n
gehörige,gehörig.ADJ
Gehörige,Gehörige.N
gehörig,gehörig.ADJ
gehörte,gehören.V
Gehörte,Gehörte.N
gehörten,gehören.V
Gehörten,Gehörte.N
gehört,hören.V
gehst,gehen.V
geht,gehen.V
gehts,gehen.V
Geiger,Geiger.N:m
Geiste,Geist.N:3sm
geister,geistern.V
Geister,Geist.N:m
Geistern,Geist.N:3pm
geistern,geistern.V
Geistes,Geist.N:m
geist,geien.V
Geist,Geist.N:m
geistige,geistig.ADJ
Geistige,Geistige.N
geistigen,geistig.ADJ
Geistigen,Geistige.N
geistiger,geistig.ADJ
Geistiger,Geistige.N
geistiges,geistig.ADJ
Geistiges,Geistige.N
geistig,geistig.ADJ
gekämpft,kämpfen.V
gekannt,gekannt.ADJ
gekauften,gekauft.ADJ
Gekauften,Gekaufte.N
gekauft,kaufen.V
geklagt,klagen.V
geklappt,klappen.V
Geklimper,Geklimper.N:n
geklungen,klingen.V
gekocht,kochen.V
gekommen,kommen.V
gekostet,kosten.V
gekränkt,kränken.V
gekreuzigt,gekreuzigt.ADJ
gekreuzt,kreuzen.V
gekriegt,kriegen.V
gelacht,lachen.V
gelähmt,lähmen.V
Gelände,Gelände.N:n
Gelangen,Gelangen.N:4sn:3sn:1sn
gelangen,gelangen.V
gelang,gelangen.V
gelangt,langen.V
gelassen,lassen.V
Gelassen,Gelaß.N:3pn
gelbliche,gelblich.ADJ
Gelbliche,Gelbliche.N
Geld,Geld.N:n
gelebt,leben.V
gelegenen,gelegen.ADJ
Gelegenen,Gelegene.N
gelegen,liegen.V
Gelegenheit,Gelegenheit.N:4sf:3sf:2sf:1sf
gelegentliche,gelegentlich.ADJ
Gelegentliche,Gelegentliche.N
gelegentlicher,gelegentlich.ADJ
Gelegentlicher,Gelegentliche.N
gelegentliches,gelegentlich.ADJ
Gelegentliches,Gelegentliche.N
gelegentlich,gelegentlich.ADJ
gelegt,legen.V
gelehrt,lehren.V
Geleise,Geleise.N:n
geleistete,geleistet.ADJ
Geleistete,Geleistete.N
geleistet,leisten.V
geleitet,leiten.V
gelenkt,lenken.V
gelernt,lernen.V
gelesen,lesen.V
geliebten,geliebt.ADJ
Geliebten,Geliebte.N
geliehen,leihen.V
Gelingen,Gelingen.N:n
gelingen,gelingen.V
gelingt,gelingen.V
gellende,gellend.ADJ
Gellende,Gellende.N
gelöscht,löschen.V
gelöst,lösen.V
gelten,gelt.ADJ
Gelten,Gelte.N
Geltung,Geltung.N:4sf:3sf:2sf:1sf
gelungen,gelingen.V
gemacht,machen.V
Gemahl,Gemahl.N:n
Gemahlin,Gemahlin.N:4sf:3sf:2sf:1sf
Gemahls,Gemahl.N
gemahnt,mahnen.V
gemäß,gemäß.ADJ
gemausert,mausern.V
gemeine,gemein.ADJ
Gemeine,Gemeine.N
gemein,gemein.ADJ
Gemeinheit,Gemeinheit.N:4sf:3sf:2sf:1sf
gemeinsame,gemeinsam.ADJ
Gemeinsame,Gemeinsame.N
