Aar,Aar.N:m
gelöscht,löschen.Ven
gelöst,lösen.V
gemacht,machen.V
gemahnt,mahnen.V
gemausert,mausern.V
gemein,gemein.ADJ
gemeine,gemein.ADJ
gemeinsam,gemeinsam.ADJ
gemeinsame,gemeinsam.ADJ
gemeinsamen,gemeinsam.ADJ
gemeint,meinen.V
gemerkt,merken.V
gemessener,gemessen.ADJ
gemietet,mieten.V
gemildert,mildern.V
gemischt,mischen.V
gemordeten,gemordet.ADJ
gems,gem.V
gemäß,gemäß.ADJ
gemütlich,gemütlich.ADJ
gemütliche,gemütlich.ADJ
gemütlicher,gemütlich.ADJ
gen,gen.ADJ
genagt,nagen.V
genannt,genannt.ADJ
genannten,genannt.ADJ
genau,genau.ADJ
genaue,genau.ADJ
genauen,genau.ADJ
genauer,genau.ADJ
genauere,genau.ADJ
genaueres,genau.ADJ
geneigt,neigen.V
general,general.N
generality,generality.N
generalization,generalization.N
generally,generally.ADV
generosity,generosity.N
generous,generous.ADJ
genesen,genesen.V
genialen,genial.ADJ
genierst,genieren.V
genießen,genießen.V
genießest,genießen.V
genießt,genießen.V
genommen,genommen.ADJ
genossen,genießen.V
gentlemen,gentleman.N
genuinely,genuinely.ADV
genähert,nähern.V
genügen,genügen.V
genügend,genügen.V
genügender,genügend.ADJ
genügt,genügen.V
genützt,nützen.V
geographisches,geographisch.ADJ
geologischen,geologisch.ADJ
geordnet,ordnen.V
gepackt,packen.V
gepaßt,passen.V
geplagte,geplagt.ADJ
geplante,geplant.ADJ
geplantes,geplant.ADJ
geplatzten,geplatzt.ADJ
gepriesen,preisen.V
gerade,gerade.ADJ
geraden,gerade.ADJ
geradezu,geradezu.CONJS
geraten,raten.V
geraubt,rauben.V
gerechnet,rechnen.V
gerecht,rechen.V
gerechte,gerecht.ADJ
gerechten,gerecht.ADJ
geregeltere,geregelt.ADJ
gereichen,gereichen.V
gereizt,reizen.V
gerettet,retten.V
gereut,reuen.V
gerichtet,richten.V
gerichteten,gerichtet.ADJ
gerichteter,gerichtet.ADJ
geriet,geraten.V
gering,gering.ADJ
geringe,gering.ADJ
geringem,gering.ADJ
geringen,gering.ADJ
geringer,gering.ADJ
geringeres,gering.ADJ
geringes,gering.ADJ
geringste,gering.ADJ
geringsten,gering.ADJ
german,german.N
gerufen,rufen.V
geruht,ruhen.V
gerät,geraten.V
gerührt,rühren.V
gesagt,sagen.V
gesagten,gesagt.ADJ
gesamten,gesamt.ADJ
gesandt,gesandt.ADJ
gesandte,gesandt.ADJ
gesandten,gesandt.ADJ
geschadet,schaden.V
geschaffen,geschaffen.ADJ
geschehen,geschehen.V
gescheit,gescheit.ADJ
gescheite,gescheit.ADJ
gescheiten,gescheit.ADJ
gescheiter,gescheit.ADJ
gescheitere,gescheit.ADJ
gescheiteres,gescheit.ADJ
gescheites,gescheit.ADJ
gescheitesten,gescheit.ADJ
geschenkt,schenken.V
geschenkten,geschenkt.ADJ
geschickt,schicken.V
geschickter,geschickt.ADJ
geschieden,geschieden.ADJ
geschiedenen,geschieden.ADJ
geschieht,geschehen.V
geschienen,geschienen.ADJ
geschildert,geschildert.V
geschlossen,geschlossen.V
geschmeckt,geschmeckt.ADJ
geschmierten,geschmiert.ADJ
geschmückten,geschmückt.ADJ
geschrieben,geschrieben.V
geschriebene,geschrieben.ADJ
geschriebenen,geschrieben.ADJ
geschriebener,geschrieben.ADJ
geschulten,geschult.ADJ
geschulter,geschult.ADJ
geschwefelt,geschwefelt.V
geschweige,geschweige.CONJS
geschworen,geschworen.ADJ
geschwätzt,geschwätzt.ADJ
geschäftig,geschäftig.ADJ
geschäftlich,geschäftlich.ADJ
geschäftlichen,geschäftlich.ADJ
geschähe,geschehen.V
geschätzte,geschätzt.ADJ
geschützt,schützen.V
geschützten,geschützt.ADJ
gesegnet,segnen.V
gesehen,sehen.V
gesellschaftliche,gesellschaftlich.ADJ
gesetzt,setzen.V
gesetzten,gesetzt.ADJ
gesicherten,gesichert.ADJ
gesicherter,gesichert.ADJ
gesichertere,gesichert.ADJ
gesichtet,sichten.V
gesinnt,gesinnt.ADJ
gesorgt,sorgen.V
gespannt,spannen.V
gespenster,gespenstern.V
gesperrt,sperren.V
gespielt,spielen.V
gespießt,spießen.V
gesprochen,gesprochen.ADJ
gespürt,spüren.V
gestalt,gestalten.V
gestalten,gestalt.N
gestanden,gestehen.V
gestatten,gestatten.V
gestatteten,gestatten.V
gesteckt,stecken.V
gestehe,gestehen.V
gestehen,gestehen.V
gesteigerte,gesteigert.ADJ
gestellt,stellen.V
gestellte,gestellt.ADJ
gestempelt,gestempelt.ADJ
gestohlen,stehlen.V
gestorben,sterben.V
gestoßen,stoßen.V
gestrige,gestrig.ADJ
gestrigen,gestrig.ADJ
gestriger,gestrig.ADJ
gesture,gesture.V
gestures,gesture.V
gestört,stören.V
gestützt,stützen.V
gestützte,gestützt.ADJ
gesucht,suchen.V
gesund,gesund.ADJ
gesunden,gesund.ADJ
gesundheitlich,gesundheitlich.ADJ
gesungen,singen.V
gesunken,sinken.V
get,get.V
getan,getan.ADJ
geteilt,teilen.V
getippte,getippt.ADJ
getrauert,trauern.V
getreten,treten.V
getreu,getreu.ADJ
getrieben,treiben.V
getroffen,treffen.V
geträumt,träumen.V
gets,get.V
getting,get.V
getäuscht,täuschen.V
gewachsen,wachsen.V
gewackelt,wackeln.V
gewaltigen,gewaltig.ADJ
gewandt,gewandt.ADJ
gewandter,gewandt.ADJ
gewartet,warten.V
gewechselt,gewechselt.ADJ
geweckt,wecken.V
geweihten,geweiht.ADJ
gewelltes,gewellt.ADJ
gewesen,gewesen.ADJ
gewichen,weichen.V
gewicht,gewichten.V
gewichtige,gewichtig.ADJ
gewidmet,widmen.V
gewiesen,weisen.V
gewillt,gewillt.ADJ
gewinn,gewinnen.V
gewinnen,gewinnen.V
gewinnt,gewinnen.V
gewirkt,wirken.V
gewiss,gewiss.ADJ
gewisse,gewiß.ADJ
gewissem,gewiß.ADJ
gewissen,gewiß.ADJ
gewissenhaft,gewissenhaft.ADJ
gewisser,gewiß.ADJ
gewitter,gewittern.V
gewiß,gewiß.ADJ
gewogen,wägen.V
gewohnt,wohnen.V
gewohnten,gewohnt.ADJ
gewonnen,gewinnen.V
gewonnenen,gewonnen.ADJ
geworden,geworden.ADJ
gewordenen,geworden.ADJ
geworfen,werfen.V
gewusst,gewusst.ADJ
gewußt,gewußt.ADJ
gewählte,gewählt.ADJ
gewähr,gewähren.V
gewöhnen,gewöhnen.V
gewöhnlich,gewöhnlich.ADJ
gewöhnliche,gewöhnlich.ADJ
gewöhnlichen,gewöhnlich.ADJ
gewöhnlicher,gewöhnlich.ADJ
gewöhnliches,gewöhnlich.ADJ
gewöhnlichsten,gewöhnlich.ADJ
gewöhnt,gewöhnen.V
gewünscht,wünschen.V
gewünschte,gewünscht.ADJ
gewünschten,gewünscht.ADJ
gewürdigt,würdigen.V
gewütet,wüten.V
gezeichnet,gezeichnet.ADJ
gezeichnete,gezeichnet.ADJ
gezeichneter,gezeichnet.ADJ
gezeigt,zeigen.V
geziemender,geziemend.ADJ
geziemt,ziemen.V
gezogen,gezogen.ADJ
gezwungen,zwingen.V
gezähmt,zähmen.V
geändert,ändern.V
geärgert,ärgern.V
geäußert,äußern.V
geäußerten,geäußert.ADJ
geübt,üben.V
gib,geben.V
gibst,geben.V
gibt,geben.V
gift,giften.V
giftet,giften.V
gifts,gift.V
gilt,gild.V
ging,gehen.V
ginge,gehen.V
gips,gipsen.V
girl,girl.N
gist,gist.N
give,give.V
given,give.V
gives,give.V
giving,give.V
glad,glad.N
glade,glade.N
gladly,gladly.ADV
gladness,gladness.N
gladsome,gladsome.ADJ
glanced,glance.V
glandular,glandular.ADJ
glass,glass.V
glatt,glatt.ADJ
glatte,glatt.ADJ
glaub,glauben.V
glaube,glauben.V
glauben,glauben.V
glaubst,glauben.V
glaubt,glauben.V
glaubte,glauben.V
glaubten,glauben.V
glaubtest,glauben.V
gleich,gleich.ADJ
gleiche,gleich.ADJ
gleichen,gleich.ADJ
gleicher,gleich.ADJ
gleichfalls,gleichfalls.CONJS
gleichseitige,gleichseitig.ADJ
gleichseitiges,gleichseitig.ADJ
glieder,gliedern.V
gloating,gloat.V
glocke,glocken.V
glocken,glocken.V
glorious,glorious.ADJ
gloss,gloss.V
glow,glow.V
glucose,glucose.N
glued,glue.V
glut,gluten.V
glänzend,glänzen.V
glänzende,glänzend.ADJ
glänzendem,glänzend.ADJ
glänzenden,glänzend.ADJ
glänzender,glänzend.ADJ
glänzt,glänzen.V
glück,glücken.V
glücklich,glücklich.ADJ
glücklichen,glücklich.ADJ
glücklicher,glücklich.ADJ
glückliches,glücklich.ADJ
gnade,gnaden.V
gnädig,gnädig.ADJ
gnädige,gnädig.ADJ
go,go.V
goal,goal.V
god,god.V
goes,go.V
going,go.V
gold,gold.N
golden,golden.V
goldene,golden.ADJ
gone,go.V
good,good.ADV
goods,good.N
gorgeous,gorgeous.ADJ
gospels,gospel.N
gossip,gossip.V
got,get.V
government,government.N
grab,graben.V
grabe,graben.V
gracious,gracious.ADJ
graciously,graciously.ADV
grad,grad.ADJ
grade,grad.ADJ
gradually,gradually.ADV
grain,grain.V
gram,gram.N
grammatisch,grammatisch.ADJ
grammatischen,grammatisch.ADJ
grand,grand.ADJ
grandchildren,grandchild.N
grandios,grandios.ADJ
grandparents,grandparent.N
grant,grant.V
granted,grant.V
granting,grant.V
grants,grant.V
gras,grasen.V
grasp,grasp.V
grateful,grateful.ADJ
gratifying,gratify.V
gratitude,gratitude.N
gratuliere,gratulieren.V
grause,grausen.V
grauslich,grauslich.ADJ
graut,grauen.V
graute,grauen.V
grave,grave.ADV
graver,graver.N
gravitation,gravitation.N
great,great.ADV
greater,great.ADJ
greatest,great.ADJ
greatly,greatly.ADV
greatness,greatness.N
green,green.V
greenhorn,greenhorn.N
greetings,greeting.N
grenzen,grenzen.V
grenzenlos,grenzenlos.ADJ
greulich,greulich.ADJ
grey,grey.V
griechischen,griechisch.ADJ
grimm,grimmen.V
groceries,grocery.N
groll,grollen.V
groomed,groom.V
gross,gross.Vde
ground,grind.V
grounds,ground.V
group,group.V
grow,grow.V
growing,grow.V
grown,grow.V
groß,groß.ADJ
große,groß.ADJ
großem,groß.ADJ
großen,groß.ADJ
großer,groß.ADJ
großes,groß.ADJ
grudge,grudge.V
grumble,grumble.V
grundlos,grundlos.ADJ
gruppe,gruppen.V
gruppen,gruppen.V
gräßlich,gräßlich.ADJ
gröbste,grob.ADJ
größer,groß.ADJ
größere,groß.ADJ
größeren,groß.ADJ
größerer,groß.ADJ
größeres,groß.ADJ
größte,groß.ADJ
größtem,groß.ADJ
größten,groß.ADJ
größter,groß.ADJ
grün,grün.ADJ
gründe,gründen.V
gründen,gründen.V
gründlich,gründlich.ADJ
gründliche,gründlich.ADJ
gründlichen,gründlich.ADJ
gründlicher,gründlich.ADJ
gründliches,gründlich.ADJ
grünen,grün.ADJ
grünes,grün.ADJ
grüß,grüßen.V
grüße,grüßen.V
grüßen,grüßen.V
grüßende,grüßend.ADJ
grüßenden,grüßend.ADJ
grüßt,grüßen.V
guard,guard.V
guess,guess.V
guessed,guess.V
guest,guest.V
guesthouse,guesthouse.N
guests,guest.V
guided,guide.V
gut,gut.ADJ
gute,gut.ADJ
gutem,gut.ADJ
guten,gut.ADJ
guter,gut.ADJ
gutes,gut.ADJ
gäbe,geben.V
gänzlich,gänzlich.ADJ
gänzlichen,gänzlich.ADJ
gärtner,gärtnern.V
gönnen,gönnen.V
göttliche,göttlich.ADJ
göttliches,göttlich.ADJ
gülden,gülden.ADJ
günstig,günstig.ADJ
günstige,günstig.ADJ
günstiger,günstig.ADJ
günstiges,günstig.ADJ
gütig,gütig.ADJ
gütige,gütig.ADJ
gütigen,gütig.ADJ
gütiges,gütig.ADJ
ha,ha.ADJ
haar,haaren.V
hab,haben.V
habe,haben.V
haben,haben.V
habest,haben.V
habet,haben.V
habhaft,habhaft.ADJ
habt,haben.V
had,have.V
hadere,hadern.V
hagel,hageln.V
hair,hair.N
halb,halb.ADJ
halbe,halb.ADJ
halben,halb.ADJ
halber,halb.ADJ
halbes,halb.ADJ
half,helfen.V
hall,hall.N
hals,halsen.V
halse,halsen.V
halt,halten.V
halte,halten.V
halten,halten.V
haltlosen,haltlos.ADJ
hand,hand.V
handelst,handeln.V
handelt,handeln.V
handelten,handeln.V
handle,handeln.V
handles,handle.V
hands,hand.V
handy,handy.ADJ
hang,hangen.V
hanging,hang.V
hangs,hang.V
haper,hapern.V
happen,happen.V
happened,happen.V
happening,happen.V
happens,happen.V
happier,happy.ADJ
happiest,happy.ADJ
happily,happily.ADV
happiness,happiness.N
happy,happy.ADJ
hard,hard.ADV
harder,hard.ADV
hardly,hardly.ADV
harm,harm.V
harmless,harmless.ADJ
harmlose,harmlos.ADJ
hart,hart.N
harte,hart.ADJ
has,have.V
hast,haben.V
haste,haste.N
hastig,hastig.ADJ
hastige,hastig.ADJ
hat,haben.V
hate,hate.V
hateful,hateful.ADJ
hatte,haben.V
hatten,haben.V
hattest,haben.V
haunted,haunt.V
hauptsächlich,hauptsächlich.ADJ
haus,hausen.V
hause,hausen.V
have,have.V
haven,haven.N
having,have.V
hay,hay.V
hazy,hazy.ADJ
haßt,hassen.V
he,he.PRO
head,head.V
headed,head.V
headlines,headline.V
heal,heal.V
health,health.N
healthily,healthily.ADV
healthy,healthy.ADJ
heaps,heap.V
hear,hear.V
heard,hear.V
hearing,hear.V
hears,hear.V
heart,heart.V
hearted,heart.V
heartiest,hearty.ADJ
heat,heat.V
heated,heat.V
heather,heather.N
heave,heave.V
heaven,heaven.N
heavenly,heavenly.ADV
heavily,heavily.ADV
heavy,heavy.ADV
hebe,heben.V
hebel,hebeln.V
heben,heben.V
hebrew,hebrew.N
heder,heder.N
heft,heften.V
hefte,heften.V
heften,heften.V
heftig,heftig.ADJ
heftige,heftig.ADJ
heil,heil.ADJ
heilen,heil.ADJ
heilend,heilen.V
heilig,heilig.ADJ
heilige,heilig.ADJ
heiligen,heilig.ADJ
heiliger,heilig.ADJ
heilt,heilen.V
heimlich,heimlich.ADJ
heir,heir.N
heirat,heiraten.V
heiter,heitern.V
heiße,heiß.ADJ
heißen,heiß.ADJ
heißt,heißen.V
held,hold.V
heldenhaft,heldenhaft.ADJ
helfe,helfen.V
helfen,helfen.V
hell,hell.N
helle,hell.ADJ
heller,hell.ADJ
hellish,hellish.ADJ
help,help.V
helped,help.V
helpful,helpful.ADJ
helps,help.V
hence,hence.ADV
her,her.PRO
herabhängen,herabhängen.V#5
herabsenken,herabsenken.V#5
herabziehen,herabziehen.V#5
herabzieht,herabziehen.V#5
herankam,herankommen.V#5
heraufzukommen,heraufkommen.V#6
herausbringen,herausbringen.V#6
herausfinden,herausfinden.V#6
herausgeben,herausgeben.V#6
herausgebracht,herausbringen.V#6
herausgegeben,herausgeben.V#6
herausgeht,herausgehen.V#6
herausgekommen,herauskommen.V#6
herausgepreßt,herausgepreßt.ADJ
herausgerissen,herausreißen.V#6
herausgerissenen,herausgerissen.ADJ
herauskommen,herauskommen.V#6
herauskommt,herauskommen.V#6
herauslese,herauslesen.V#6
herausrücken,herausrücken.V#6
herausstellen,herausstellen.V#6
herauszuarbeiten,herauszuarbeitenarbeiten.V#6
herauszulesen,herauslesen.V#6
herbeiführen,herbeifahren.V#6
herbst,herbsten.V
herbstliches,herbstlich.ADJ
here,here.ADV
hereby,hereby.ADV
herein,herein.ADV
hereingelassen,hereinlassen.V#6
hereingeschneit,hereinschneien.V#6
hergeben,hergeben.V#3
hergenommen,hernehmen.V#3
hergestellt,herstellen.V#3
herkommen,herkommen.V#3
herkömmliche,herkömmlich.ADJ
herrichten,herrichten.V#3
herrlich,herrlich.ADJ
herrliche,herrlich.ADJ
herrlichen,herrlich.ADJ
herrlicher,herrlich.ADJ
herrliches,herrlich.ADJ
herrscht,herrschen.V
herrühren,herrühren.V#3
herself,herself.PRO
herumgewälzt,herumwälzen.V#5
herumschlägt,herumschlagen.V#5
herumsuchen,herumsuchen.V#5
herumziehen,herumziehen.V#5
heruntergekommen,herunterkommen.V#8
herunterhängt,herunterhängen.V#8
hervorbringe,hervorbringen.V#6
hervorbringen,hervorbringen.V#6
hervorgegangen,hervorgehen.V#6
hervorgehen,hervorgehen.V#6
hervorgehoben,hervorheben.V#6
hervorgeht,hervorgehen.V#6
hervorgerufen,hervorrufen.V#6
hervorgerufene,hervorgerufen.ADJ
hervorkommen,hervorkommen.V#6
hervorragende,hervorragend.ADJ
hervorragenden,hervorragend.ADJ
hervorragendes,hervorragend.ADJ
hervorruft,hervorrufen.V#6
hervortreten,hervortreten.V#6
hervorzubringen,hervorbringen.V#6
herz,herzen.V
herzen,herzen.V
herzig,herzig.ADJ
herzigen,herzig.ADJ
herzlich,herzlich.ADJ
herzliche,herzlich.ADJ
herzlichem,herzlich.ADJ
herzlichen,herzlich.ADJ
herzlicher,herzlich.ADJ
herzlichste,herzlich.ADJ
herzlichsten,herzlich.ADJ
herzugeben,hergeben.V#3
herzukommen,herkommen.V#3
herzustellen,herstellen.V#3
hesitate,hesitate.V
heucheln,heucheln.V
heuer,heuern.V
heut,heuen.V
heute,heuen.V
heutige,heutig.ADJ
heutigen,heutig.ADJ
heutiger,heutig.ADJ
hid,hide.V
hideous,hideous.ADJ
hiding,hide.V
hie,hie.V
hieb,hauen.V
hielt,halten.V
hielte,halten.V
hiesige,hiesig.ADJ
hiesigen,hiesig.ADJ
high,high.ADJ
higher,high.ADJ
highest,high.ADV
highly,highly.ADV
hight,hight.ADJ
hilf,helfen.V
hilfe,helfen.V
hilflos,hilflos.ADJ
hilft,helfen.V
hills,hill.V
hilly,hilly.ADJ
him,him.PRO
himmel,himmeln.V
himmlischen,himmlisch.ADJ
himself,himself.PRO
hin,hin.N
hinausfährt,hinausfahren.V#6
hinausgeht,hinausgehen.V#6
hinausgeschoben,hinausschieben.V#6
hinausragt,hinausragen.V#6
hinausschieben,hinausschieben.V#6
hinaussehen,hinaussehen.V#6
hinaustut,hinaustun.V#6
hinauszuschieben,hinauszuschiebenschieben.V#6
hindern,hindern.V
hindert,hindern.V
hindlegs,hindleg.N
hineingegangen,hineingehen.V#6
hineingesehen,hineinsehen.V#6
hineinreden,hineinreden.V#6
hineinzubringen,hineinbringen.V#6
hing,hängen.V
hint,hint.V
hinted,hint.V
hinter,hinter.N
hinterlassen,hinterlassen.V
hinterm,hinterm.DET:3sm:3sn
hinwegzusetzen,hinwegsetzen.V#6
hinzukommen,hinzukommen.V#5
hinzuschreiben,hinzuschreiben.V#5
hired,hire.V
his,his.PRO
historical,historical.N
history,history.N
hits,hit.V
hob,heben.V
hoc,hoc.N
hoch,hoch.ADJ
hoffe,hoffen.V
hoffen,hoffen.V
hoffend,hoffen.V
hoffnungslos,hoffnungslos.ADJ
hoffnungslosen,hoffnungslos.ADJ
hoffst,hoffen.V
hofft,hoffen.V
hoffte,hoffen.V
hohl,hohl.ADJ
hold,hold.ADJ
holde,hold.ADJ
holding,hold.V
holds,hold.V
hole,hole.N
holen,holen.V
holes,hole.N
holiday,holiday.N
holidays,holidays.ADV
holländischen,holländisch.ADJ
holt,holt.N
holz,holzen.V
home,home.ADV
homecoming,homecoming.N
homes,home.V
homo,homo.N
hon,honen.V
honest,honen.V
honestly,honestly.ADV
honesty,honesty.N
honor,honor.Vde
honour,honour.V
honoured,honour.V
hope,hope.V
hoped,hope.V
hopeless,hopeless.ADJ
hopelessly,hopelessly.ADV
hopelessness,hopelessness.N
hoper,hoper.N
hopes,hope.V
hoping,hope.V
horche,horchen.V
horchst,horchen.V
horizontal,horizontal.N
hormones,hormone.N
horoscope,horoscope.N
horrible,horrible.N
horrid,horrid.ADJ
horrors,horror.N
horses,horse.V
hort,horten.V
hos,hosen.V
hospital,hospital.N
hospitality,hospitality.N
hospitals,hospital.N
host,hosen.V
hosts,host.V
hot,hot.ADV
hotel,hotel.N
hour,hour.N
hourly,hourly.ADV
hours,hour.N
house,house.V
household,household.N
houses,house.V
housework,housework.N
however,however.ADV
huge,huge.ADJ
hugely,hugely.ADV
human,human.N
humane,human.ADJ
humanly,humanly.ADV
humbug,humbug.V
humbugs,humbug.V
humiliating,humiliate.V
hun,hun.N
hundred,hundred.N
hundreds,hundred.N
hunger,hungern.V
hunt,hunten.V
hurried,hurry.V
hurriedly,hurriedly.ADV
hurry,hurry.V
hurt,huren.V
husband,husband.V
husch,huschen.V
husker,husker.N
husten,husten.V
hustle,hustle.V
hut,hut.N
hygienischem,hygienisch.ADJ
hypothesis,hypothesis.N
hälfte,hälften.V
hält,halten.V
händige,händig.ADJ
hänge,hängen.V
hängen,hängen.V
hängt,hängen.V
hänsel,hänseln.V
hässlich,hässlich.ADJ
hässlichen,hässlich.ADJ
hässliches,hässlich.ADJ
hätte,haben.V
hätten,haben.V
hättest,haben.V
häufen,häufen.V
häufig,häufig.ADJ
häuslichen,häuslich.ADJ
häßlichsten,häßlich.ADJ
höchst,höchst.CONJS
höchstens,höchstens.CONJS
höflichen,höflich.ADJ
höhe,höhen.V
höllisch,höllisch.ADJ
höllische,höllisch.ADJ
höre,hören.V
hören,hören.V
hörst,hören.V
hört,hören.V
hörte,hören.V
hübsch,hübsch.ADJ
hübsche,hübsch.ADJ
hübscher,hübsch.ADJ
hülfe,helfen.V
hüllen,hüllen.V
hüllten,hüllen.V
hüte,hüten.V
hüten,hüten.V
hütet,hüten.V
ich,ich.PRO
idea,idea.N
ideal,ideal.N
ideale,ideal.ADJ
idealen,ideal.ADJ
ideas,idea.N
idem,idem.PRO
identical,identical.ADJ
identify,identify.V
identisch,identisch.ADJ
identity,identity.N
idyllischen,idyllisch.ADJ
ignorierst,ignorieren.V
ihm,ihm.PRO
ihn,ihn.PRO
ihnen,ihnen.PRO
ihr,ihr.DET
ihre,ihre.DET
ihrem,ihrem.DET
ihren,ihren.DET
ihrer,ihrer.DET
ihres,ihres.DET
ihrige,ihrige.ADJ
ihrigen,ihrige.ADJ
ill,ill.ADV
illness,illness.N
illnesses,illness.N
illogically,illogically.ADV
illuminating,illuminate.V
illustrate,illustrate.V
illustrier,illustrieren.V
im,im.DET:3sm:3sn
image,image.V
imagery,imagery.N
imagination,imagination.N
imagine,imagine.V
imagined,imagine.V
imaginären,imaginär.ADJ
immature,immature.N
immaturity,immaturity.N
immediate,immediat.ADJ
immediately,immediately.ADV
immense,immens.ADJ
immensely,immensely.ADV
immer,immer.CONJS
immerhin,immerhin.CONJS
immersion,immersion.N
immigration,immigration.N
immoral,immoral.ADJ
impartial,impartial.ADJ
impartially,impartially.ADV
impatient,impatient.ADJ
imperative,imperative.N
imperatively,imperatively.ADV
impersonated,impersonate.V
impertinent,impertinent.ADJ
implies,imply.V
imply,imply.V
impolite,impolite.ADJ
import,import.V
importance,importance.N
important,important.ADJ
impossibility,impossibility.N
impossible,impossibel.ADJ
impotence,impotence.N
impressed,impress.V
impresses,impress.V
impression,impression.N
impressive,impressiv.ADJ
improper,improper.ADJ
improve,improve.V
improved,improve.V
improvement,improvement.N
improvements,improvement.N
improving,improve.V
imstande,imstande.ADJ
in,in.ADV
inability,inability.N
inaccurate,inaccurate.ADJ
inaction,inaction.N
inactive,inactive.ADJ
inadequate,inadequate.ADJ
inadmissible,inadmissible.ADJ
inaudible,inaudible.ADJ
incapable,incapable.ADJ
inch,inch.V
incident,incident.N
inclined,incline.V
inclines,incline.V
includes,include.V
including,include.V
incoherent,incoherent.ADJ
incomplete,incomplete.ADJ
inconsiderate,inconsiderate.ADJ
inconvenience,inconvenience.V
inconvenient,inconvenient.ADJ
incorporate,incorporate.V
incorporating,incorporate.V
increases,increase.V
increasingly,increasingly.ADV
incredible,incredible.ADJ
incredibly,incredibly.ADV
indeed,indeed.ADV
indefatigable,indefatigable.ADJ
indefinable,indefinable.N
indefinables,indefinable.N
indefinite,indefinite.N
independent,independent.N
indescribable,indescribable.ADJ
index,index.V
indicated,indicate.V
indicates,indicate.V
indications,indication.N
indigestion,indigestion.N
indignation,indignation.N
indirect,indirect.ADJ
indirekt,indirekt.ADJ
indischen,indisch.ADJ
individual,individual.N
individuals,individual.N
indoors,indoors.ADV
induction,induction.N
indulgence,indulgence.V
ineffectual,ineffectual.ADJ
inexplicable,inexplicable.ADJ
infection,infection.N
infections,infection.N
inference,inference.V
infinite,infinite.N
infinitely,infinitely.ADV
infinity,infinity.N
inflicting,inflict.V
influence,influence.V
influenced,influence.V
influences,influence.V
influenza,influenza.N
inform,inform.V
informal,informal.ADJ
information,information.N
informed,inform.V
informiert,informieren.V
informing,inform.V
ingenious,ingenious.ADJ
inhaliert,inhalieren.V
inhaltliche,inhaltlich.ADJ
inhuman,inhuman.ADJ
initials,initial.V
injured,injure.V
injustice,injustice.N
ink,ink.V
inliegenden,inliegend.ADJ
inmates,inmate.N
inne,inne.CONJS
inner,inner.N
innere,inner.ADJ
inneren,inner.ADJ
innerer,inner.ADJ
inneres,inner.ADJ
innerlich,innerlich.ADJ
innigen,innig.ADJ
innigste,innig.ADJ
innigster,innig.ADJ
innocence,innocence.N
innumerable,innumerable.ADJ
inofficial,inofficial.ADJ
inoperable,inoperabel.ADJ
ins,in.N
insane,insane.ADJ
insanity,insanity.N
insbesondere,insbesondere.CONJS
insert,insert.V
inside,inside.ADV
insignificant,insignificant.ADJ
insist,insist.V
inspiriert,inspirieren.V
